+,172.245.253.219,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,2,2016-09-14 05:10:05,Unknow
+,120.40.130.70,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,6441,2016-06-12 00:37:01,Unknow
+,107.172.219.116,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,1,2016-12-02 02:43:01,US
+,107.172.195.221,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,1,2016-12-02 02:43:01,US
+,91.200.12.141,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,5986,2016-06-12 00:37:01,UA
+,173.234.169.250,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,5,2016-05-12 00:53:56,US
+,31.3.156.53,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,1,2016-12-02 02:43:01,SE
+,108.62.151.113,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,3,2016-08-31 09:49:56,Unknow
+,91.200.12.106,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,5143,2016-06-12 00:37:01,UA
+,108.62.187.213,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,3,2016-05-12 00:53:56,US
+,107.172.222.254,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,2,2016-07-27 06:15:42,Unknow
+,46.161.9.20,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,802,2016-06-12 00:37:01,Unknow
+,107.172.191.67,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,5,2016-06-18 09:43:58,US
+,192.3.222.155,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,4,2016-07-25 15:16:17,US
+,212.92.127.244,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,105,2016-09-03 13:05:33,RU
+,46.175.64.70,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,1,2016-12-02 02:43:01,UA
+,185.29.255.24,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,55,2016-06-16 04:26:09,UA
+,188.163.78.16,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,5200,2016-06-13 14:55:41,Unknow
+,46.119.115.27,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,2927,2016-06-16 10:36:06,Unknow
+,178.168.52.171,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,1316,2016-06-13 07:57:18,Unknow
+,46.118.118.225,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,279,2016-07-15 16:17:29,Unknow
+,85.248.227.163,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,109,2016-06-12 08:41:12,Unknow
+,94.41.48.35,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,1,2016-12-02 02:43:01,Unknow
+,212.92.127.87,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,850,2016-06-28 02:56:15,RU
+,110.89.13.42,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,1,2016-12-02 02:43:01,CN
+,46.167.102.127,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,1,2016-12-02 02:43:01,RU
+,212.92.234.204,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,44,2016-09-04 13:02:54,Unknow
+,145.255.21.35,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,1,2016-12-02 02:43:01,RU
+,36.57.134.85,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,1,2016-12-02 02:43:01,CN
+,46.191.148.60,2016-12-02 02:43:01,2016-12-02 02:43:01,botnet,[],botscout.com,65,1,2016-12-02 02:43:01,Unknow
+,199.246.2.104,2016-12-02 03:30:21,2016-12-02 03:30:06,botnet_rdata,[],spamhaus.org,69.613,209,2016-06-25 16:01:23,Unknow
+,42.96.197.95,2016-12-02 03:35:00,2016-12-02 03:35:00,bot,imap,blocklist.de,75,28,2016-06-27 02:19:44,CN
+,5.189.129.132,2016-12-02 03:35:00,2016-12-02 03:35:00,bot,imap,blocklist.de,75,3,2016-08-27 12:41:54,Unknow
+,5.61.35.19,2016-12-02 03:35:00,2016-12-02 03:35:00,bot,imap,blocklist.de,75,6,2016-06-17 09:36:54,GB
+,115.152.250.120,2016-12-02 03:36:07,2016-12-02 03:36:07,bot,ftp,blocklist.de,75,14,2016-09-09 04:25:11,CN
+,115.152.250.94,2016-12-02 03:36:07,2016-12-02 03:36:07,bot,ftp,blocklist.de,75,5,2016-09-29 12:12:43,CN
+,179.216.101.18,2016-12-02 03:36:07,2016-12-02 03:36:07,bot,ftp,blocklist.de,75,1,2016-12-02 03:36:07,BR
+,37.151.229.229,2016-12-02 03:36:07,2016-12-02 03:36:07,bot,ftp,blocklist.de,75,1,2016-12-02 03:36:07,Unknow
