+,217.96.195.175,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,1,2016-12-07 01:21:11,PL
=,104.129.1.3,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,2,2016-09-19 07:21:24,Unknow
=,91.200.13.3,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,123,2016-08-12 00:43:35,Unknow
=,104.140.210.41,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,3,2016-09-19 08:27:12,Unknow
+,104.194.140.103,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,1,2016-12-07 01:21:11,Unknow
=,120.40.130.70,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,5981,2016-06-12 00:37:01,CN
+,216.151.183.46,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,1,2016-12-07 01:21:11,Unknow
+,185.93.183.184,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,1,2016-12-07 01:21:11,GB
+,104.129.1.54,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,2,2016-06-30 16:01:12,US
=,46.161.9.12,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,104,2016-06-12 00:39:33,RU
+,119.167.70.231,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,1,2016-12-07 01:21:11,CN
=,91.200.12.141,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,5638,2016-06-12 00:37:01,UA
=,91.200.12.7,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,5133,2016-06-12 00:37:01,UA
=,188.163.78.16,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,4442,2016-06-13 14:55:41,UA
=,109.86.72.210,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,29,2016-09-08 02:35:05,UA
=,77.50.239.222,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,560,2016-08-19 01:12:52,RU
=,178.162.205.26,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,32,2016-09-04 03:11:48,DE
+,27.153.210.198,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,1,2016-12-07 01:21:11,Unknow
+,222.77.215.100,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,1,2016-12-07 01:21:11,Unknow
+,27.153.186.176,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,1,2016-12-07 01:21:11,Unknow
+,121.205.212.38,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,1,2016-12-07 01:21:11,Unknow
+,93.85.132.1,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,1,2016-12-07 01:21:11,Unknow
+,46.165.230.5,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,43,2016-06-12 09:39:51,DE
=,86.148.58.71,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,21,2016-09-18 10:03:06,Unknow
=,91.200.12.106,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,4831,2016-06-12 00:37:01,UA
=,217.70.28.155,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,107,2016-06-12 00:39:33,RU
+,14.28.8.185,2016-12-07 01:21:11,2016-12-07 01:21:11,botnet,[],botscout.com,65,1,2016-12-07 01:21:11,Unknow
